No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Gume;9430040004;Gume;91.23.07.2010
2;Tima;9430040006;Tima;91.23.07.2006
3;Balime;9430040007;Balime;91.23.07.2007
4;Ilim;9430040011;Ilim;91.23.24.2006
5;Dinuwi;9430040012;Dinuwi;91.23.24.2007
6;Timonikime;9430040013;Timonikime;91.23.07.2017
7;Binolangen;9430040014;Binolanggen;91.23.07.2018
8;Dewaka;9430040015;Dewaka;91.23.07.2019
9;Yiala;9430040016;Yialo;91.23.07.2020
10;Tuwewak;9430040017;Towewak;91.23.07.2021
11;Yumaneri;9430040018;Yumaneri;91.23.07.2022
12;Balimneri;9430044001;Balimneri;91.23.24.2002
