No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Muara Talang;6204040001;Muara Talang;62.04.06.2002
2;Teluk Telaga;6204040002;Teluk Telaga;62.04.06.2003
3;Baru;6204040003;Baru;62.04.06.2004
4;Danau Sadar;6204040004;Danau Sadar;62.04.06.2005
5;Jelapat;6204040005;Jelapat;62.04.06.1006
6;Hilir Sper;6204040006;Hilir Seper;62.04.06.1007
7;Danau Ganting;6204040007;Danau Ganting;62.04.06.2001
8;Mangaris;6204040008;Mangaris;62.04.06.2011
9;Dangka;6204040009;Dangka;62.04.06.2026
10;Tetei Lanan;6204040010;Tetei Lanan;62.04.06.2012
11;Pamangka;6204040011;Pamangka;62.04.06.2013
12;Sababilah;6204040012;Sababilah;62.04.06.2010
13;Pamait;6204040013;Pamait;62.04.06.2009
14;Buntok Kota;6204040014;Buntok Kota;62.04.06.1008
15;Muara Ripung;6204040015;Muara Ripung;62.04.06.2016
16;Mabuan;6204040016;Mabuan;62.04.06.2019
17;Murung Paken;6204040017;Murung Paken;62.04.06.2018
18;Madara;6204040018;Madara;62.04.06.2017
19;Kalahien;6204040019;Kalahien;62.04.06.2020
20;Lembeng;6204040020;Lembeng;62.04.06.2015
21;Sanggu;6204040021;Sanggu;62.04.06.2014
22;Telang Andrau;6204040022;Telang Andrau;62.04.06.2025
23;Penda Asam;6204040023;Penda Asam;62.04.06.2021
24;Pararapak;6204040024;Pararapak;62.04.06.2022
25;Teluk Mampun;6204040025;Teluk Mampun;62.04.06.2023
26;Tanjung Jawa;6204040026;Tanjung Jawa;62.04.06.2024
27;Danau Masura;6204040027;Danau Masura;62.04.06.2027
