No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Batanjung;6203020001;Batanjung;62.03.04.2001
2;Cemara Labat;6203020002;Cemara Labat;62.03.04.2002
3;Palampai;6203020003;Palampai;62.03.04.2003
4;Sungai Teras;6203020004;Sei Teras;62.03.04.2004
5;Lupak Dalam;6203020005;Lupak Dalam;62.03.04.2005
6;Tamban Baru Selatan;6203020006;Tamban Baru Selatan;62.03.04.2008
7;Tamban Lupak;6203020011;Tamban Lupak;62.03.04.2011
8;Simpang Bunga Tanjung;6203020012;Simpang Bunga Tanjung;62.03.04.2019
9;Baranggau;6203020013;Baranggau;62.03.04.2020
10;Lupak Timur;6203020014;Lupak Timur;62.03.04.2014
11;Pematang;6203020015;Pematang;62.03.04.2018
12;Wargo Mulyo;6203020016;Wargo Mulyo;62.03.04.2015
13;Sei Bakut;6203020017;Sei Bakut;62.03.04.2016
