No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Tambelang;7105021001;Tambelang;71.05.16.2006
2;Kinamang;7105021002;Kinamang;71.05.16.2007
3;Liningaan;7105021003;Liningaan;71.05.16.2004
4;Bojonegoro;7105021004;Bojonegoro;71.05.16.2005
5;Kinaweruan;7105021005;Kinaweruan;71.05.16.2003
6;Tumani;7105021006;Tumani;71.05.16.2001
7;Lowian;7105021007;Lowian;71.05.16.2002
8;Temboan;7105021008;Temboan;71.05.16.2008
9;Kinamang Satu;7105021009;Kinamang Satu;71.05.16.2009
10;Tumani Utara;7105021010;Tumani Utara;71.05.16.2011
11;Tumani Selatan;7105021011;Tumani Selatan;71.05.16.2012
12;Lowian Satu;7105021012;Lowian Satu;71.05.16.2010
