No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Dumoga Barat;7101021;Dumoga Barat;71.01.09
2;Dumoga Utara;7101022;Dumoga Utara;71.01.11
3;Dumoga Timur;7101023;Dumoga Timur;71.01.10
4;Dumoga Tengah;7101024;Dumoga Tengah;71.01.35
5;Dumoga Tenggara;7101025;Dumoga Tenggara;71.01.34
6;Dumoga;7101026;Dumoga;71.01.33
7;Lolayan;7101060;Lolayan;71.01.14
8;Passi Barat;7101081;Passi Barat;71.01.19
9;Passi Timur;7101082;Passi Timur;71.01.22
10;Bilalang;7101083;Bilalang;71.01.32
11;Poigar;7101090;Poigar;71.01.20
12;Bolaang;7101100;Bolaang;71.01.13
13;Bolaang Timur;7101101;Bolaang Timur;71.01.31
14;Lolak;7101110;Lolak;71.01.12
15;Sangtombolang;7101120;Sang Tombolang;71.01.05
