No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Beriang Tinggi;1704060001;Beriang Tinggi;17.04.02.2013
2;Tanjung Bulan;1704060002;Tanjung Bulan;17.04.02.2014
3;Padang Leban;1704060003;Padang Leban;17.04.02.2012
4;Tinggi Ari;1704060004;Tinggi Ari;17.04.02.2002
5;Tanjung Aur I;1704060005;Tanjung Aur Ii;17.04.02.2023
6;Aur Ringit;1704060006;Aur Ringit;17.04.02.2004
7;Tanjung Kemuning I;1704060007;Tanjung Kemuning Ii;17.04.02.2021
8;Selika I;1704060008;Selika Ii;17.04.02.2016
9;Tanjung Iman I;1704060009;Tanjung Iman Ii;17.04.02.2024
10;Sulauwangi;1704060011;Sulauwangi;17.04.02.2017
11;Padang Kedondong;1704060012;Padang Kedondong;17.04.02.2018
12;Selika Ii;1704060013;Selika Ii;17.04.02.2016
13;Pelajaran Ii;1704060014;Pelajaran Ii;17.04.02.2015
14;Padang Tinggi;1704060015;Padang Tinggi;17.04.02.2020
15;Tanjung Kemuning Ii;1704060017;Tanjung Kemuning Ii;17.04.02.2021
16;Tanjung Kemuning Iii;1704060018;Tanjung Kemuning Iii;17.04.02.2022
17;Tanjung Aur Ii;1704060020;Tanjung Aur Ii;17.04.02.2023
18;Tanjung Iman Ii;1704060022;Tanjung Iman Ii;17.04.02.2024
19;Selika Iii;1704060023;Selika Iii;17.04.02.2025
