No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pangkal Mas Mulya;1811060001;Pangkal Mas Mulya;18.11.02.2010
2;Pangkal Mas Jaya;1811060002;Pangkal Mas Jaya;18.11.02.2009
3;Tanjung Mas Makmur;1811060003;Tanjung Mas Makmur;18.11.02.2003
4;Muara Mas;1811060004;Muara Mas;18.11.02.2012
5;Tanjung Mas Mulya;1811060005;Tanjung Mas Mulya;18.11.02.2011
6;Tanjung Mas Jaya;1811060006;Tanjung Mas Jaya;18.11.02.2013
7;Wonosari;1811060007;Wono Sari;18.11.02.2007
8;Dwi Karya Mustika;1811060008;Dwi Karya Mustika;18.11.02.2008
9;Eka Mulya;1811060009;Eka Mulya;18.11.02.2006
10;Marga Jadi;1811060010;Margo Jadi;18.11.02.2004
11;Tanjung Menang;1811060011;Tanjung Meneng;18.11.02.2005
12;Talang Batu;1811060012;Talang Batu;18.11.02.2001
13;Sungai Cambai;1811060013;Sungai Cambai;18.11.02.2002
14;Margo Jaya;1811060014;Margo Jaya;18.11.02.2014
15;Pangkal Mas;1811060015;Pangkal Mas;18.11.02.2015
16;Tanjung Menang Raya;1811060016;Tanjung Menang Raya;18.11.02.2016
17;Tebing Karya Mandiri;1811060017;Tebing Karya Mandiri;18.11.02.2017
18;Tanjung Mas Rejo;1811060018;Tanjung Mas Rejo;18.11.02.2018
19;Margo Mulyo;1811060019;Margo Mulyo;18.11.02.2019
20;Muara Asri;1811060020;Muara Asri;18.11.02.2020
