No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Fawi;9411040;Fawi;91.07.06
2;Dagai;9411041;Dagai;91.07.33
3;Kiyage;9411042;Kiyage;91.07.34
4;Mulia;9411050;Mulia;91.07.01
5;Yambi;9411053;Yambi;91.07.22
6;Ilamburawi;9411054;Ilamburawi;91.07.21
7;Muara;9411055;Muara;91.07.20
8;Pagaleme;9411056;Pagaleme;91.07.17
9;Gurage;9411057;Gurage;91.07.18
10;Irimuli;9411058;Irimuli;91.07.19
11;Ilu;9411060;Ilu;91.07.03
12;Torere;9411061;Torere;91.07.11
13;Yamoneri;9411063;Yamoneri;91.07.28
14;Waegi;9411064;Waegi;91.07.29
15;Nume;9411065;Nume;91.07.10
16;Nioga;9411066;Nioga;91.07.30
17;Gubume;9411067;Gubume;91.07.31
18;Taganombak;9411068;Taganombak;91.07.32
19;Tingginambut;9411070;Tingginambut;91.07.12
20;Kalome;9411071;Kalome;91.07.26
21;Wanwi;9411072;Wanwi;91.07.27
22;Mewoluk;9411080;Mewoluk;91.07.07
23;Lumo;9411081;Lumo;91.07.23
24;Molanikime;9411082;Molanikime;91.07.24
25;Yamo;9411090;Yamo;91.07.08
26;Dokome;9411091;Dokome;91.07.25
