No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Penguhapan;1104011001;Penguhapan;11.02.11.2010
2;Salim Pipit;1104011002;Salim Pipit;11.02.11.2009
3;Lawe Sumur;1104011003;Lawe Sumur;11.02.11.2007
4;Uning Sigugur;1104011004;Uning Sigugur;11.02.11.2015
5;Kuta Lang Lang;1104011005;Kute Lang-lang;11.02.11.2006
6;Lumban Sitio Tio;1104011006;Lumban Sitio-tio;11.02.11.2016
7;Meranti;1104011007;Meranti;11.02.11.2005
8;Perdamean;1104011008;---;---
9;Mutiara Damai;1104011009;Mutiara Damai;11.02.11.2012
10;Lumban Tua;1104011010;Lumban Tua;11.02.11.2011
11;Dolok Nauli;1104011011;Dolok Nauli;11.02.11.2013
12;Tuhi Jongkat;1104011012;Tuhi Jongkat;11.02.11.2014
13;Titi Mas;1104011013;Titi Mas;11.02.11.2004
14;Lawe Malun;1104011017;Lawe Malum;11.02.11.2017
15;Alur Baning;1104011018;Alur Baning;11.02.11.2018
16;Sigai Indah;1104011019;Sigai Indah;11.02.11.2027
17;Sumur Alas;1104011020;Sumukh Alas;11.02.11.2022
18;Tuah Mesade;1104011021;Tuah Mesade;11.02.11.2021
19;Lingga Alas;1104011022;Lingga Alas;11.02.11.2019
20;Rambung Tubung;1104011023;Khambung Tumbung;11.02.11.2020
21;Sperinding;1104011024;Sepekhinding;11.02.11.2024
22;Tanah Subur;1104011025;Tanoh Subukh;11.02.11.2025
23;Pinggan Mblang;1104011026;Pinggan Mbelang;11.02.11.2026
24;Ukir Deleng;1104011027;Ukekh Deleng;11.02.11.2028
25;Alas Mesikhat;1104011028;Alas Mesikhat;11.02.11.2029
26;Titi Harapan;1104011029;Titi Hakhapen;11.02.11.2030
27;Alur Baru;1104011030;Alukh Bakhu;11.02.11.2023
