No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Klapayan;3526170001;Klapayan;35.26.08.2004
2;Bangsereh;3526170002;Bangsereh;35.26.08.2005
3;Kelbung;3526170003;Kelbung;35.26.08.2006
4;Saplasah;3526170004;Saplasah;35.26.08.2007
5;Gunelap;3526170005;Genelap;35.26.08.2008
6;Tanagura Timur;3526170006;Tanagura Timur;35.26.08.2015
7;Tanagura Barat;3526170007;Tanagura Barat;35.26.08.2013
8;Banyior;3526170008;Banyior;35.26.08.2010
9;Klabetan;3526170009;Klabetan;35.26.08.2009
10;Gangseyan;3526170010;Gangseyan;35.26.08.2003
11;Maneron;3526170011;Maneron;35.26.08.2002
12;Sepuluh;3526170012;Sepulu;35.26.08.2001
13;Prancak;3526170013;Prancak;35.26.08.2011
14;Labuhan;3526170014;Labuhan;35.26.08.2012
15;Lembung Paseser;3526170015;Lembung Paseser;35.26.08.2014
