No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Muara Palantau;6212060001;Muara Palantau;62.13.06.2001
2;Ketab;6212060002;Ketab;62.13.06.2002
3;Kupang Bersih;6212060003;Kupang Bersih;62.13.06.2003
4;Tuyau;6212060004;Tuyau;62.13.06.2004
5;Pinang Tunggal;6212060005;Pinang Tunggal;62.13.06.2005
6;Nagaleah;6212060006;Nagaleah;62.13.06.2006
7;Lampeong;6212060007;Lampeong;62.13.06.2007
8;Bararawa;6212060008;Bararawa;62.13.06.2008
9;Bambulung;6212060009;Bambulung;62.13.06.2009
10;Lebo;6212060010;Lebo;62.13.06.2010
11;Tumpung Ulung;6212060011;Tumpung Ulung;62.13.06.2012
12;Muruduyung;6212060012;Muru Duyung;62.13.06.2011
13;Sumberejo;6212060013;Sumber Rejo;62.13.06.2013
