No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sumber;3317010;Sumber;33.17.01
2;Bulu;3317020;Bulu;33.17.02
3;Gunem;3317030;Gunem;33.17.03
4;Sale;3317040;Sale;33.17.04
5;Sarang;3317050;Sarang;33.17.05
6;Sedan;3317060;Sedan;33.17.06
7;Pamotan;3317070;Pamotan;33.17.07
8;Sulang;3317080;Sulang;33.17.08
9;Kaliori;3317090;Kaliori;33.17.09
10;Rembang;3317100;Rembang;33.17.10
11;Pancur;3317110;Pancur;33.17.11
12;Kragan;3317120;Kragan;33.17.12
13;Sluke;3317130;Sluke;33.17.13
14;Lasem;3317140;Lasem;33.17.14
