No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Lubuk Sematung;1703054001;Lubuk Semantung;17.03.22.2005
2;Ketapi;1703054002;Ketapi;17.03.22.2004
3;Sawang Lebar;1703054003;Sawang Lebar;17.03.22.2006
4;Lubuk Gading;1703054004;Lubuk Gading;17.03.22.2008
5;Sawang Lebar Ilir;1703054005;Sawang Lebar Ilir;17.03.22.2007
6;Lubuk Pendam;1703054006;Lubuk Pendam;17.03.22.2002
7;Alunddua;1703054007;Alun Dua;17.03.22.2003
8;Sengkuang;1703054008;Sengkuang;17.03.22.2001
9;Tanjung Agung;1703054009;Tanjung Agung;17.03.22.2009
10;Padang Sepan;1703054010;Padang Sepan;17.03.22.2010
