No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pendem;3314150001;Pendem;33.14.15.2001
2;Hadiluwih;3314150002;Hadiluwih;33.14.15.2002
3;Jati;3314150003;Jati;33.14.15.2003
4;Cepoko;3314150004;Cepoko;33.14.15.2004
5;Mojopuro;3314150005;Mojopuro;33.14.15.2005
6;Ngandul;3314150006;Ngandul;33.14.15.2006
7;Ngargotirto;3314150007;Ngargotirto;33.14.15.2011
8;Kacangan;3314150008;Kacangan;33.14.15.2007
9;Pagak;3314150009;Pagak;33.14.15.2008
10;Tlogo Tirto;3314150010;Tlogotirto;33.14.15.2009
11;Ngargosari;3314150011;Ngargosari;33.14.15.2010
