No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Tambak Boyo;3521160001;Tambakboyo;35.21.13.2005
2;Pakah;3521160002;Pakah;35.21.13.2004
3;Kedungharjo;3521160003;Kedungharjo;35.21.13.2003
4;Mantingan;3521160004;Mantingan;35.21.13.2002
5;Sambirejo;3521160005;Sambirejo;35.21.13.2001
6;Pengkol;3521160006;Pengkol;35.21.13.2006
7;Jatimulyo;3521160007;Jatimulyo;35.21.13.2007
