No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Cinta Raja;1471040001;Cinta Raja;14.71.03.1001
2;Suka Maju;1471040002;Sukamaju;14.71.03.1003
3;Suka Mulia;1471040003;Sukamulya;14.71.03.1002
