No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Lupoyo;7502081001;Lupoyo;75.01.10.2007
2;Pantungo;7502081002;Pantungo;75.01.10.2006
3;Dumati;7502081003;Dumati;75.01.10.2010
4;Tuladenggi;7502081004;Tuladenggi;75.01.10.2005
5;Ulapato.a;7502081005;Ulapato A;75.01.10.2002
6;Pentadio Timur;7502081006;Pentadio Timur;75.01.10.2008
7;Pentadio Barat;7502081007;Pentadio Barat;75.01.10.2009
8;Talumelito;7502081008;Talumelito;75.01.10.2004
9;Ulapato.b;7502081009;Ulapato B;75.01.10.2003
10;Dulamayo Utara;7502081010;Dulamayo Utara;75.01.10.2001
11;Modellidu;7502081011;Modelidu;75.01.10.2011
12;Tinelo;7502081012;Tinelo;75.01.10.2012
13;Timuato;7502081013;Timuato;75.01.10.2013
14;Tapaluluo;7502081014;Tapaluluo;75.01.10.2014
15;Tonala;7502081015;Tonala;75.01.10.2015
