No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Adidharma;3209171001;Adidharma;32.09.21.2001
2;Pasindangan;3209171002;Pasindangan;32.09.21.2002
3;Jadimulya;3209171003;Jadimulya;32.09.21.2003
4;Klayan;3209171004;Klayan;32.09.21.2004
5;Jatimerta;3209171005;Jatimerta;32.09.21.2005
6;Astana;3209171006;Astana;32.09.21.2006
7;Kalisapu;3209171007;Kalisapu;32.09.21.2007
8;Wanakaya;3209171008;Wanakaya;32.09.21.2008
9;Grogol;3209171009;Grogol;32.09.21.2009
10;Babadan;3209171010;Babadan;32.09.21.2010
11;Buyut;3209171011;Buyut;32.09.21.2011
12;Mayung;3209171012;Mayung;32.09.21.2012
13;Sambeng;3209171013;Sambeng;32.09.39.2001
14;Sirnabaya;3209171014;Sirnabaya;32.09.39.2002
15;Mertasinga;3209171015;Mertasinga;32.09.21.2015
