No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Mersip;1503020001;Mersip;15.03.02.2013
2;Berkun;1503020002;Desa Baru;15.03.07.2003
3;Lubuk Bedorong;1503020003;Lubuk Bedorong;15.03.02.2009
4;Meribung;1503020004;Maribung;15.03.02.2010
5;Napal Melintang;1503020005;Napal Melintang;15.03.02.2011
6;Panca Karya;1503020007;Panca Karya;15.03.02.2008
7;Ranggo;1503020008;Ranggo;15.03.02.2007
8;Tanjung Raden;1503020009;Tanjung Raden;15.03.02.2014
9;Temenggung;1503020010;Temenggung;15.03.02.2006
10;Pulau Pandan;1503020011;Pulau Pandan;15.03.02.2005
11;Demang;1503020015;Demang;15.03.02.2018
12;Muara Mansao;1503020016;Muara Mensao;15.03.02.2017
13;Moenti;1503020017;Moenti;15.03.02.2016
14;Muara Limun;1503020018;Muara Limun;15.03.02.2022
15;Suka Damai;1503020019;Suka Damai;15.03.02.2023
16;Temalang;1503020020;Temalang;15.03.02.2021
