No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Kencong;3509010;Kencong;35.09.02
2;Gumuk Mas;3509020;Gumukmas;35.09.04
3;Puger;3509030;Puger;35.09.08
4;Wuluhan;3509040;Wuluhan;35.09.11
5;Ambulu;3509050;Ambulu;35.09.12
6;Tempurejo;3509060;Tempurejo;35.09.18
7;Silo;3509070;Silo;35.09.30
8;Mayang;3509080;Mayang;35.09.26
9;Mumbulsari;3509090;Mumbulsari;35.09.23
10;Jenggawah;3509100;Jenggawah;35.09.16
11;Ajung;3509110;Ajung;35.09.17
12;Rambipuji;3509120;Rambipuji;35.09.13
13;Balung;3509130;Balung;35.09.10
14;Umbulsari;3509140;Umbulsari;35.09.05
15;Semboro;3509150;Semboro;35.09.07
16;Jombang;3509160;Jombang;35.09.01
17;Sumber Baru;3509170;Sumberbaru;35.09.03
18;Tanggul;3509180;Tanggul;35.09.06
19;Bangsalsari;3509190;Bangsalsari;35.09.09
20;Panti;3509200;Panti;35.09.14
21;Sukorambi;3509210;Sukorambi;35.09.15
22;Arjasa;3509220;Arjasa;35.09.22
23;Pakusari;3509230;Pakusari;35.09.24
24;Kalisat;3509240;Kalisat;35.09.27
25;Ledokombo;3509250;Ledokombo;35.09.28
26;Sumberjambe;3509260;Sumberjambe;35.09.31
27;Sukowono;3509270;Sukowono;35.09.29
28;Jelbuk;3509280;Jelbuk;35.09.25
29;Kaliwates;3509710;Kaliwates;35.09.19
30;Sumbersari;3509720;Sumbersari;35.09.21
31;Patrang;3509730;Patrang;35.09.20
