No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kambayang;7205140001;Kambayang;72.03.06.2001
2;Budimukti;7205140002;Budi Mukti;72.03.06.2009
3;Talaga;7205140003;Talaga;72.03.06.2002
4;Sabang;7205140004;Sabang;72.03.06.2003
5;Sioyong;7205140005;Sioyong;72.03.06.2004
6;Karyamukti;7205140006;Karya Mukti;72.03.06.2014
7;Panii;7205140007;Pani'i;72.03.06.2005
8;Ponggerang;7205140008;Ponggerang;72.03.06.2006
9;Malonas;7205140009;Malonas;72.03.06.2011
10;Rerang;7205140010;Rerang;72.03.06.2007
11;Lemba Mukti;7205140011;Lembah Mukti;72.03.06.2010
12;Parisan Agung;7205140012;Parisan Agung;72.03.06.2013
13;Long;7205140014;Long;72.03.06.2015
14;Long;7205140014;Long;72.03.06.2015
