No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Picungpugur;3209060005;Picungpugur;32.09.07.2010
2;Leuwidingding;3209060006;Leuwidingding;32.09.07.2001
3;Asem;3209060007;Asem;32.09.07.2002
4;Cipeujeuh Kulon;3209060013;Cipeujeuh Kulon;32.09.07.2003
5;Sindanglaut;3209060014;Sindanglaut;32.09.07.2005
6;Cipeujeuh Wetan;3209060015;Cipeujeuh Wetan;32.09.07.2004
7;Lemahabang Kulon;3209060016;Lemahabang Kulon;32.09.07.2006
8;Lemahabang;3209060017;Lemahabang;32.09.07.2007
9;Sigong;3209060018;Sigong;32.09.07.2008
10;Sarajaya;3209060019;Sarajaya;32.09.07.2009
11;Tuk Karangsuwung;3209060020;Tuk Karangsuwung;32.09.07.2011
12;Belawa;3209060021;Belawa;32.09.07.2012
13;Wangkelang;3209060022;Wangkelang;32.09.07.2013
