No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Besilam Bukit Lembasa;1213080001;Besilam Bukit Lembasa;12.05.08.2004
2;Gergas;1213080002;Gergas;12.05.08.2007
3;Bingai;1213080003;Bingai;12.05.08.1001
4;Bukit Melintang;1213080004;Bukit Melintang;12.05.08.2006
5;Kebun Balok;1213080005;Kebun Balok;12.05.08.2005
6;Sumber Mulyo;1213080006;Sumber Mulyo;12.05.08.2009
7;Gohor Lama;1213080007;Gohor Lama;12.05.08.2002
8;Stabat Lama;1213080008;Stabat Lama;12.05.08.2003
9;Stabat Lama Barat;1213080009;Stabat Lama Barat;12.05.08.2008
10;Pertumbukan;1213080010;Pertumbukan;12.05.08.2010
11;Paya Tusan;1213080011;Paya Tusam;12.05.08.2011
12;Mekar Jaya;1213080012;Mekar Jaya;12.05.08.2012
13;Jentera Stabat;1213080013;Jentera Stabat;12.05.08.2013
14;Stungkit;1213080014;Stungkit;12.05.08.2014
