No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pujud;1409011002;Pujud;14.07.08.2002
2;Teluk Nayang;1409011003;Teluk Nayang;14.07.08.2001
3;Air Hitam;1409011004;Air Hitam;14.07.08.2003
4;Siarang Arang;1409011005;Siarang-arang;14.07.08.2008
5;Kasang Bangsawan;1409011020;Kasang Bangsawan;14.07.08.2004
6;Sungai Pinang;1409011021;Sungaipinang;14.07.08.2005
7;Suka Jadi;1409011024;Suka Jadi;14.07.08.2011
8;Perkebunan Siarangarang;1409011034;Perkebunan Siarang-arang;14.07.08.2017
9;Babussalam Rokan;1409011035;Babussalam Rokan;14.07.08.2016
10;Pujud Selatan;1409011036;Pujud Selatan;14.07.08.1010
11;Pujud Utara;1409011037;Pujud Utara;14.07.08.2015
12;Pematang Genting;1409011038;---;---
13;Suka Mulya;1409011039;---;---
14;Siarang Arang Rokan;1409011040;---;---
15;Kasang Bangsawan Muda;1409011041;---;---
16;Ulak Kembahang;1409011042;---;---
