No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Jatisari;3204161001;Jatisari;32.04.44.2006
2;Nagrak;3204161002;Nagrak;32.04.44.2003
3;Bandasari;3204161003;Bandasari;32.04.44.2004
4;Pananjung;3204161004;Pananjung;32.04.44.2005
5;Ciluncat;3204161005;Ciluncat;32.04.44.2002
6;Cangkuang;3204161006;Cangkuang;32.04.44.2001
7;Tanjungsari;3204161007;Tanjungsari;32.04.44.2007
