No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Siantar Utara;1206073001;Siantar Utara;12.12.24.2001
2;Dolok Nauli;1206073002;Dolok Nauli;12.12.24.2009
3;Jonggi Manulus;1206073003;Jonggi Manulus;12.12.24.2007
4;Banjar Ganjang;1206073004;Banjar Ganjang;12.12.24.2003
5;Pangombusan;1206073005;Pangombusan;12.12.24.2006
6;Lumban Sitorus;1206073006;Lumban Sitorus;12.12.24.2002
7;Bius Gu Barat;1206073007;Bius Gu Barat;12.12.24.2010
8;Lumban Huala;1206073008;Lumban Huala;12.12.24.2008
9;Tangga Batu Ii;1206073009;Tangga Batu Ii;12.12.24.2005
10;Tangga Batu I;1206073010;Tangga Batu I;12.12.24.2004
11;Lumban Manurung;1206073011;Lumban Manurung;12.12.24.2011
