No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Kurima;9416010;Kurima;91.13.01
2;Musaik;9416011;Musaik;91.13.14
3;Dekai;9416013;Dekai;91.13.09
4;Obio;9416014;Obio;91.13.10
5;Pasema;9416015;Pasema;91.13.15
6;Amuma;9416016;Amuma;91.13.13
7;Suru-suru;9416017;Suru Suru;91.13.11
8;Wusama;9416018;Wusama;91.13.12
9;Silimo;9416019;Silimo;91.13.06
10;Ninia;9416020;Ninia;91.13.03
11;Holuwon;9416021;Holuon;91.13.36
12;Lolat;9416022;Lolat;91.13.37
13;Langda;9416023;Langda;91.13.41
14;Bomela;9416024;Bomela;91.13.42
15;Suntamon;9416025;Suntamon;91.13.43
16;Sobaham;9416026;Sobaham;91.13.45
17;Korupun;9416027;Korupun;91.13.40
18;Sela;9416028;Sela;91.13.39
19;Kwelamdua;9416029;Kwelemdua;91.13.47
20;Anggruk;9416030;Anggruk;91.13.02
21;Panggema;9416031;Panggema;91.13.22
22;Walma;9416032;Walma;91.13.27
23;Kosarek;9416033;Kosarek;91.13.23
24;Ubahak;9416034;Ubahak;91.13.25
25;Nalca;9416035;Nalca;91.13.08
26;Puldama;9416036;Puldama;91.13.32
27;Nipsan;9416037;Nipsan;91.13.24
28;Samenage;9416041;Samenage;91.13.07
29;Tangma;9416042;Tangma;91.13.20
30;Soba;9416043;Soba;91.13.18
31;Mugi;9416044;Mugi;91.13.17
32;Yogosem;9416045;Yogosem;91.13.51
33;Kayo;9416046;Kayo;91.13.52
34;Sumo;9416047;Sumo;91.13.53
35;Hogio;9416048;Hogio;91.13.16
36;Ukha;9416049;Ukha;91.13.21
37;Werima;9416051;Werima;91.13.19
38;Soloikma;9416052;Soloikma;91.13.38
39;Seradala;9416053;Seredela;91.13.44
40;Kabianggama;9416054;Kabianggama;91.13.46
41;Kwikma;9416055;Kwikma;91.13.48
42;Hilipuk;9416056;Hilipuk;91.13.49
43;Yahuliambut;9416057;Yahuliambut;91.13.28
44;Hereapini;9416058;Hereapini;91.13.29
45;Ubalihi;9416059;Ubalihi;91.13.30
46;Talambo;9416061;Talambo;91.13.31
47;Pronggoli;9416062;Pronggoli;91.13.26
48;Endomen;9416063;Endomen;91.13.33
49;Kona;9416065;Kona;91.13.34
50;Duram;9416066;Duram;91.13.50
51;Dirwemna;9416067;Dirwemna;91.13.35
