No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Bawonahono;1214031004;Bawonahono;12.14.18.2003
2;Hilizihono;1214031005;Hilizihono;12.14.18.2011
3;Bawomataluo;1214031006;Bawomataluo;12.14.18.2001
4;Orahili Fau;1214031007;Orahili Fau;12.14.18.2002
5;Lahusa Fau;1214031008;Lahusa Fau;12.14.18.2008
6;Onohondro;1214031009;Onohondro;12.14.18.2006
7;Siwalawa;1214031010;Siwalawa;12.14.18.2005
8;Hilinawalo Fau;1214031011;Hilinawalo Fau;12.14.18.2007
9;Hiliofonaluo;1214031013;Hiliofonaluo;12.14.18.2012
10;Bawofanayama;1214031016;Bawofanayama;12.14.18.2015
11;Orahili Geto;1214031017;---;---
12;Orahili Eho;1214031018;---;---
13;Hilisalawa;1214031019;Hilisalawa;12.14.18.2018
14;Hilikaramaha;1214031020;Hilikara Maha;12.14.18.2017
15;Siliwulawa;1214031021;Siliwulawa;12.14.18.2020
16;Hilifarokhalawa;1214031022;Hilifarokha Lawa;12.14.18.2021
17;Ete Batu;1214031023;Ete Batu;12.14.18.2023
