No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Mekar Sari;7405030011;Mekar Sari;74.05.04.2011
2;Wawouru;7405030012;Wawouru;74.05.04.2022
3;Waworaha;7405030013;Waworaha;74.05.04.2018
4;Alakaya;7405030014;Alakaya;74.05.04.2025
5;Aosole;7405030015;Aosole;74.05.04.2003
6;Anggondara;7405030016;Anggondara;74.05.04.2005
7;Onembute;7405030017;Onembute;74.05.04.2013
8;Eewa;7405030018;Eewa;74.05.04.2007
9;Watumerembe;7405030019;Watumerembe;74.05.04.2019
10;Wawonggura;7405030020;Wawonggura;74.05.04.2029
11;Kiaea;7405030021;Kiaea;74.05.04.2008
12;Palangga;7405030022;Palangga;74.05.04.1001
13;Kapu Jaya;7405030030;Kapujaya;74.05.04.2030
14;Watudemba;7405030032;Watudemba;74.05.04.2031
15;Sanggi-sanggi;7405030033;Sanggi-sanggi;74.05.04.2032
16;Wonua Morini;7405030034;Wonua Koa;74.05.05.2028
