No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Tanah Abang;3173010;Tanah Abang;31.71.07
2;Menteng;3173020;Menteng;31.71.06
3;Senen;3173030;Senen;31.71.04
4;Johar Baru;3173040;Johar Baru;31.71.08
5;Cempaka Putih;3173050;Cempaka Putih;31.71.05
6;Kemayoran;3173060;Kemayoran;31.71.03
7;Sawah Besar;3173070;Sawah Besar;31.71.02
8;Gambir;3173080;Gambir;31.71.01
