No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Grabag;3306010;Grabag;33.06.01
2;Ngombol;3306020;Ngombol;33.06.02
3;Purwodadi;3306030;Purwodadi;33.06.03
4;Bagelen;3306040;Bagelen;33.06.04
5;Kaligesing;3306050;Kaligesing;33.06.05
6;Purworejo;3306060;Purworejo;33.06.06
7;Banyu Urip;3306070;Banyuurip;33.06.07
8;Bayan;3306080;Bayan;33.06.08
9;Kutoarjo;3306090;Kutoarjo;33.06.09
10;Butuh;3306100;Butuh;33.06.10
11;Pituruh;3306110;Pituruh;33.06.11
12;Kemiri;3306120;Kemiri;33.06.12
13;Bruno;3306130;Bruno;33.06.13
14;Gebang;3306140;Gebang;33.06.14
15;Loano;3306150;Loano;33.06.15
16;Bener;3306160;Bener;33.06.16
