No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Liang Pematang;1212020001;Liang Pematang;12.07.20.2014
2;Liang Muda;1212020002;Liang Muda;12.07.20.2004
3;Tanjung Raja;1212020003;Tanjung Raja;12.07.20.2010
4;Gunung Manumpak B;1212020004;Gunung Manupak B;12.07.20.2015
5;Sipinggan;1212020005;Sipinggan;12.07.20.2017
6;Tanjung Muda;1212020006;Tanjung Muda;12.07.20.2009
7;Bah Bah Buntu;1212020007;Bah Bah Buntu;12.07.20.2008
8;Kuta Mbelin;1212020008;Kuta Mbelin;12.07.20.2011
9;Tanjung Bampu;1212020009;Tanjung Bampu;12.07.20.2002
10;Tanjung Timur;1212020010;Tanjung Timur;12.07.20.2018
11;Durin Tinggung;1212020011;Durian Tinggung;12.07.20.2019
12;Rumah Rih;1212020012;Rumah Rih;12.07.20.2003
13;Sibunga Bunga Hilir;1212020013;Sibunga Bunga Hilir;12.07.20.2020
14;Gunung Manumpak A;1212020014;Gunung Manupak A;12.07.20.2007
15;Durian Empat Mbelang;1212020015;Durian Iv Mbelang;12.07.20.2005
16;Tiga Juhar;1212020016;Tiga Juhar;12.07.20.2001
17;Ranggitgit;1212020017;Ranggit-git;12.07.20.2013
18;Rumah Lengo;1212020018;Rumah Lengo;12.07.20.2016
19;Rumah Sumbul;1212020019;Rumah Sumbul;12.07.20.2012
20;Tanah Gara Hulu;1212020020;Tanah Gara Hulu;12.07.20.2006
