No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Prambanan;3310010;Prambanan;33.10.01
2;Gantiwarno;3310020;Gantiwarno;33.10.02
3;Wedi;3310030;Wedi;33.10.03
4;Bayat;3310040;Bayat;33.10.04
5;Cawas;3310050;Cawas;33.10.05
6;Trucuk;3310060;Trucuk;33.10.06
7;Kalikotes;3310070;Kalikotes;33.10.23
8;Kebonarum;3310080;Kebonarum;33.10.07
9;Jogonalan;3310090;Jogonalan;33.10.08
10;Manisrenggo;3310100;Manisrenggo;33.10.09
11;Karangnongko;3310110;Karangnongko;33.10.10
12;Ngawen;3310120;Ngawen;33.10.22
13;Ceper;3310130;Ceper;33.10.11
14;Pedan;3310140;Pedan;33.10.12
15;Karangdowo;3310150;Karangdowo;33.10.13
16;Juwiring;3310160;Juwiring;33.10.14
17;Wonosari;3310170;Wonosari;33.10.15
18;Delanggu;3310180;Delanggu;33.10.16
19;Polanharjo;3310190;Polanharjo;33.10.17
20;Karanganom;3310200;Karanganom;33.10.18
21;Tulung;3310210;Tulung;33.10.19
22;Jatinom;3310220;Jatinom;33.10.20
23;Kemalang;3310230;Kemalang;33.10.21
24;Klaten Selatan;3310710;Klaten Selatan;33.10.26
25;Klaten Tengah;3310720;Klaten Tengah;33.10.25
26;Klaten Utara;3310730;Klaten Utara;33.10.24
