No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sumber Jaya;1213011001;Sumber Jaya;12.05.21.2009
2;Pulau Semikat;1213011002;Pulau Semikat;12.05.21.2008
3;Sebertung;1213011003;Sebertung;12.05.21.2007
4;Perkebunan Amal Tani;1213011004;Perkebunan Amal Tani;12.05.21.2010
5;Sidorejo;1213011005;Sidorejo;12.05.21.2003
6;Gunung Tinggi;1213011006;Gunung Tinggi;12.05.21.2002
7;Serapit;1213011007;Serapit;12.05.21.2001
8;Sukapulung;1213011008;Suka Pulung;12.05.21.2004
9;Tanjung Keriahan;1213011009;Tanjung Kariahan;12.05.21.2006
10;Aman Damai;1213011010;Aman Damai;12.05.21.2005
