No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Gahru;1118030001;Gahru;11.18.04.2018
2;Kumba;1118030002;Kumba;11.18.04.2010
3;Blang Miroe;1118030003;Blang Miroe;11.18.04.2034
4;Beurasan;1118030004;Beurasan;11.18.04.2035
5;Cot Keng;1118030005;Cot Keng;11.18.04.2036
6;Krueng Kiran;1118030006;Krueng Kiran;11.18.04.2037
7;Asan Kumbang;1118030007;Asan Kumbang;11.18.04.2038
8;Pulo Gapu;1118030008;Pulo Gapu;11.18.04.2033
9;Cot Gurufai;1118030009;Cot Geurefai;11.18.04.2021
10;Alue Sane;1118030010;Alue Sane;11.18.04.2017
11;Lhok Pusong;1118030011;Lhok Pusong;11.18.04.2019
12;Alue Keutapang;1118030012;Alue Ketapang;11.18.04.2008
13;Jeulanga Barat;1118030013;Jaulanga Barat;11.18.04.2009
14;Jeulanga Mata Ie;1118030014;Jeulanga Mata Ie;11.18.04.2031
15;Jeulanga Mesjid;1118030015;Jeulanga Mesjid;11.18.04.2032
16;Meunasah Paku;1118030016;Meunasah Paku;11.18.04.2030
17;Meurandeh Alue;1118030017;Meurandeh Alue;11.18.04.2028
18;Reudeup Melayu;1118030018;Reudeup Melayu;11.18.04.2029
19;Paya Pisang Klat;1118030019;Paya Pisang Klat;11.18.04.2020
20;Alue Mee;1118030020;Alue Mee;11.18.04.2014
21;Drien Tujoh;1118030021;Drien Tujoh;11.18.04.2016
22;Blang Kuta;1118030022;Blang Kuta;11.18.04.2015
23;Seunong;1118030023;Seunong;11.18.04.2013
24;Pohroh;1118030024;Pohroh;11.18.04.2012
25;Babah Krueng;1118030025;Babah Krueng;11.18.04.2011
26;Uteun Bayu;1118030026;Uteun Bayu;11.18.04.2007
27;Muko Buloh;1118030027;Meuko Buloh;11.18.04.2023
28;Drien Bungong;1118030028;Drien Bungong;11.18.04.2039
29;Meugit Sagoe;1118030029;Meugit Sagoe;11.18.04.2027
30;Meugit Kayee Panyang;1118030030;Meugit Kayee Panyang;11.18.04.2026
31;Adan;1118030031;Adan;11.18.04.2025
32;Muko Dayah;1118030032;Muko Dayah;11.18.04.2022
33;Keude Ulee Gle;1118030033;Keude Ulee Gle;11.18.04.2001
34;Pulo;1118030034;Pulo;11.18.04.2004
35;Gampong Baro;1118030035;Gampong Baro;11.18.04.2005
36;Gampong Ulee Gle;1118030036;Gampong Ulee Gle;11.18.04.2002
37;Muko Kuthang;1118030037;Meuko Kuthang;11.18.04.2006
38;Peulakan Tunong;1118030038;Peulakan Tunong;11.18.04.2024
39;Peulakan Tambo;1118030039;Peulakan Tambo;11.18.04.2042
40;Kuta Krueng;1118030040;Kuta Krueng;11.18.04.2045
41;Paya Tunong;1118030041;Paya Tunong;11.18.04.2041
42;Paya Baroh;1118030042;Paya Baroh;11.18.04.2043
43;Blang Dalam;1118030043;Blang Dalam;11.18.04.2003
44;Mukoe Baroh;1118030044;Meuko Baroh;11.18.04.2044
45;Peulakan Cibrek;1118030045;Peulakan Cebrek;11.18.04.2040
