No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Rawa Rengas;3603210001;Ranga Rengas;36.03.14.2005
2;Rawa Burung;3603210002;Rawa Burung;36.03.14.2006
3;Belimbing;3603210003;Belimbing;36.03.14.2008
4;Jatimulya;3603210004;Jati Mulya;36.03.14.2009
5;D A D A P;3603210005;Dadap;36.03.14.1010
6;Kosambi Timur;3603210006;Kosambi Timur;36.03.14.2002
7;Kosambi Barat;3603210007;Kosambi Barat;36.03.14.1001
8;Cengklong;3603210008;Cengklong;36.03.14.2007
9;Salembaran Jati;3603210009;Salembaran Jati;36.03.14.2004
10;Salembaran;3603210010;Salembaran Jaya;36.03.14.1003
