No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Salak;1216010;Salak;12.15.03
2;Sitellu Tali Urang Jehe;1216011;Sitelu Tali Urang Jehe;12.15.01
3;Pagindar;1216012;Pagindar;12.15.06
4;Sitellu Tali Urang Julu;1216013;Sitelu Tali Urang Julu;12.15.04
5;Pergetteng-getteng Sengkut;1216014;Pergetteng Getteng Sengkut;12.15.05
6;Kerajaan;1216020;Kerajaan;12.15.02
7;Tinada;1216021;Tinada;12.15.07
8;Siempat Rube;1216022;Siempat Rube;12.15.08
