No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Mranggen;3506170001;Mranggen;35.06.15.2003
2;Pesing;3506170002;Pesing;35.06.15.2002
3;Jantok;3506170003;Jantok;35.06.15.2001
4;Ketawang;3506170004;Ketawang;35.06.15.2006
5;Wonotengah;3506170005;Wonotengah;35.06.15.2005
6;Purwoasri;3506170006;Purwoasri;35.06.15.2004
7;Pandansari;3506170007;Pandansari;35.06.15.2009
8;Blawe;3506170008;Blawe;35.06.15.2008
9;Belor;3506170009;Belor;35.06.15.2007
10;Tugu;3506170010;Tugu;35.06.15.2012
11;Bulu;3506170011;Bulu;35.06.15.2011
12;Purwodadi;3506170012;Purwodadi;35.06.15.2010
13;Muneng;3506170013;Muneng;35.06.15.2016
14;Klampitan;3506170014;Klampitan;35.06.15.2014
15;Sidomulyo;3506170015;Sidomulyo;35.06.15.2013
16;Sumberjo;3506170016;Sumberjo;35.06.15.2023
17;Kempleng;3506170017;Kempleng;35.06.15.2022
18;Woromarto;3506170018;Woromarto;35.06.15.2015
19;Merjoyo;3506170019;Merjoyo;35.06.15.2017
20;Mekikis;3506170020;Mekikis;35.06.15.2018
21;Karangpakis;3506170021;Karangpakis;35.06.15.2019
22;Dayu;3506170022;Dayu;35.06.15.2020
23;Dawuhan;3506170023;Dawuhan;35.06.15.2021
