No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Malingping;3602010;Malingping;36.02.01
2;Wanasalam;3602011;Wanasalam;36.02.21
3;Panggarangan;3602020;Panggarangan;36.02.02
4;Cihara;3602021;Cihara;36.02.26
5;Bayah;3602030;Bayah;36.02.03
6;Cilograng;3602031;Cilograng;36.02.20
7;Cibeber;3602040;Cibeber;36.02.19
8;Cijaku;3602050;Cijaku;36.02.16
9;Cigemblong;3602051;Cigemlong;36.02.28
10;Banjarsari;3602060;Banjarsari;36.02.09
11;Cileles;3602070;Cileles;36.02.10
12;Gunung Kencana;3602080;Gunungkencana;36.02.08
13;Bojongmanik;3602090;Bojongmanik;36.02.07
14;Cirinten;3602091;Cirinten;36.02.27
15;Leuwidamar;3602100;Leuwidamar;36.02.06
16;Muncang;3602110;Muncang;36.02.05
17;Sobang;3602111;Sobang;36.02.22
18;Cipanas;3602120;Cipanas;36.02.04
19;Lebakgedong;3602121;Lebakgedong;36.02.25
20;Sajira;3602130;Sajira;36.02.12
21;Cimarga;3602140;Cimarga;36.02.11
22;Cikulur;3602150;Cikulur;36.02.17
23;Warunggunung;3602160;Warunggunung;36.02.15
24;Cibadak;3602170;Cibadak;36.02.18
25;Rangkasbitung;3602180;Rangkasbitung;36.02.14
26;Kalanganyar;3602181;Kalanganyar;36.02.24
27;Maja;3602190;Maja;36.02.13
28;Curugbitung;3602191;Curug Bitung;36.02.23
