No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Agotey;7102172001;Agotey;71.02.23.2012
2;Koha;7102172002;Koha;71.02.23.2008
3;Tateli Weru;7102172003;Tateli Weru;71.02.23.2004
4;Tateli;7102172004;Tateli;71.02.23.2003
5;Kalasey Dua;7102172005;Kalasey Dua;71.02.23.2002
6;Kalasey Satu;7102172006;Kalasey Satu;71.02.23.2001
7;Tateli Satu;7102172007;Tateli Satu;71.02.23.2005
8;Tateli Dua;7102172008;Tateli Dua;71.02.23.2006
9;Tateli Tiga;7102172009;Tateli Tiga;71.02.23.2007
10;Koha Timur;7102172010;Koha Timur;71.02.23.2010
11;Koha Barat;7102172011;Koha Barat;71.02.23.2009
12;Koha Selatan;7102172012;Koha Selatan;71.02.23.2011
