No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pulo Belen;1175040001;Pulo Belen;11.75.04.2011
2;Pulo Kedep;1175040002;Pulo Kedep;11.75.04.2010
3;Suka Maju;1175040003;Suka Maju;11.75.04.2007
4;Gunung Bakti;1175040004;Gunung Bakti;11.75.04.2008
5;Jambi;1175040005;Jambi Baru;11.75.04.2009
6;Singgersing;1175040006;Singgersing;11.75.04.2012
7;Cipar Pari;1175040007;Cipare Pare;11.75.04.2014
8;Namo Buaya;1175040008;Namo Buaya;11.75.04.2013
9;Cipar Pari Timur;1175040009;Cipar-pari Timur;11.75.04.2016
10;Lae Simolap;1175040010;Lae Simolap;11.75.04.2005
11;Darul Makmur;1175040011;Darul Makmur;11.75.04.2018
12;Pasir Belo;1175040012;Pasir Belo;11.75.04.2001
13;Bawan;1175040013;Bawan;11.75.04.2002
14;Sigrun;1175040014;Sigrun;11.75.04.2003
15;Lae Langge;1175040015;Lae Langge;11.75.04.2006
16;Jabi-jabi;1175040016;Jabi-jabi;11.75.04.2004
17;Bunga Tanjung;1175040017;Bunga Tanjung;11.75.04.2015
18;Jabi-jabi Barat;1175040018;Jabi-jabi Barat;11.75.04.2019
19;Batu Napal;1175040019;Batu Napal;11.75.04.2020
