No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Tanjung Mulak;1604050031;Tanjung Mulak;16.04.08.2008
2;Pulau Pinang;1604050032;Pulau Pinang;16.04.08.2009
3;Lubuk Sepang;1604050033;Lubuk Sepang;16.04.08.2011
4;Tanjung Sirih;1604050034;Tanjung Sirih;16.04.08.2010
5;Perigi;1604050039;Perigi;16.04.08.2018
6;Karang Dalam;1604050040;Karang Dalam;16.04.08.2012
7;Pagar Batu;1604050041;Pagar Batu;16.04.08.2016
8;Kuba;1604050042;Kuba;16.04.08.2013
9;Jati;1604050043;Jati;16.04.08.2014
10;Muara Siban;1604050044;Muara Siban;16.04.08.2017
