No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Hibala;1214010;Hibala;12.14.04
2;Tanah Masa;1214011;Tanah Masa;12.14.31
3;Pulau-pulau Batu;1214020;Pulau-pulau Batu;12.14.05
4;Pulau-pulau Batu Timur;1214021;Pulau-pulau Batu Timur;12.14.16
5;Simuk;1214022;Simuk;12.14.28
6;Pulau-pulau Batu Barat;1214023;Pulau-pulau Batu Barat;12.14.29
7;Pulau-pulau Batu Utara;1214024;Pulau-pulau Batu Utara;12.14.30
8;Teluk Dalam;1214030;Teluk Dalam;12.14.06
9;Fanayama;1214031;Fanayama;12.14.18
10;Toma;1214032;Toma;12.14.12
11;Maniamolo;1214033;Maniamolo;12.14.10
12;Mazino;1214034;Mazino;12.14.13
13;Luahagundre Maniamolo;1214035;Luahagundre Maniamolo;12.14.32
14;Onolalu;1214036;Onolalu;12.14.33
15;Amandraya;1214040;Amandraya;12.14.07
16;Aramo;1214041;Aramo;12.14.15
17;Ulususua;1214042;Ulususua;12.14.24
18;Lahusa;1214050;Lahusa;12.14.03
19;Siduaori;1214051;Sidua'ori;12.14.25
20;Somambawa;1214052;Somambawa;12.14.26
21;Gomo;1214060;Gomo;12.14.02
22;Susua;1214061;Susua;12.14.09
23;Mazo;1214062;Mazo;12.14.17
24;Umbunasi;1214063;Umbunasi;12.14.14
25;Idanotae;1214064;Idanotae;12.14.35
26;Uluidanotae;1214065;Ulu Idanotae;12.14.34
27;Boronadu;1214066;Boronadu;12.14.27
28;Lolomatua;1214070;Lolomatua;12.14.01
29;Ulunoyo;1214071;Ulunoyo;12.14.19
30;Huruna;1214072;Huruna;12.14.20
31;'Lolowa''u';1214080;Lolowau;12.14.08
32;Hilimegai;1214081;Hilimegai;12.14.11
33;Oou;1214082;O'o'u;12.14.21
34;Onohazumba;1214083;Onohazumba;12.14.22
35;Hilisalawaahe;1214084;Hilisalawa'ahe;12.14.23
