No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Geumpang;1109010;Geumpang;11.07.05
2;Mane;1109011;Mane;11.07.27
3;Glumpang Tiga;1109070;Geulumpang Tiga;11.07.06
4;Glumpang Baro;1109071;Glumpang Baro;11.07.29
5;Mutiara;1109080;Mutiara;11.07.13
6;Mutiara Timur;1109081;Mutiara Timur;11.07.24
7;Tiro_truseb;1109090;Tiro_truseb;11.07.21
8;Tangse;1109100;Tangse;11.07.19
9;Keumala;1109111;Keumala;11.07.22
10;Titeue;1109112;Titeue;11.07.31
11;Sakti;1109120;Sakti;11.07.17
12;Mila;1109130;Mila;11.07.11
13;Padang Tiji;1109140;Padang Tiji;11.07.14
14;Delima;1109150;Delima;11.07.04
15;Grong Grong;1109151;Grong-grong;11.07.25
16;Indrajaya;1109160;Indra Jaya;11.07.07
17;Peukan Baro;1109170;Peukan Baro;11.07.15
18;Kembang Tanjong;1109180;Kembang Tanjong;11.07.08
19;Simpang Tiga;1109190;Simpang Tiga;11.07.18
20;Kota Sigli;1109200;Kota Sigli;11.07.09
21;Pidie;1109210;Pidie;11.07.16
22;Batee;1109220;Batee;11.07.03
23;Muara Tiga;1109230;Muara Tiga;11.07.12
