No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Paccerakang;7317062001;Paccerakkang;73.17.21.2007
2;Pattedong;7317062002;Pattedong;73.17.21.1005
3;'To''balo';7317062003;To'balo;73.17.21.2009
4;Jenne Maeja;7317062004;Jenne Maeja;73.17.21.2001
5;Lampuara;7317062005;Lampuara;73.17.21.2008
6;Bakti;7317062006;Bakti;73.17.21.2002
7;Olang;7317062007;Olang;73.17.21.2004
8;Buntu Karya;7317062008;Buntu Karya;73.17.21.2003
9;Bassiang;7317062012;Bassiang;73.17.21.2006
10;Tarramatekkeng;7317062013;Tarramatekkeng;73.17.21.2013
11;Pattedong Selatan;7317062014;Pattedong Selatan;73.17.21.2012
12;'To''bia';7317062015;To'bia;73.17.21.2010
13;Bassiang Timur;7317062016;Bassiang Timur;73.17.21.2011
