No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Baruang;6204060001;Baruang;62.04.05.2001
2;Wungkur Baru;6204060002;Wungkur Baru;62.04.05.2014
3;Kayumban;6204060003;Kayumban;62.04.05.2002
4;Tabak Kanilan;6204060004;Tabak Kanilan;62.04.05.2003
5;Sarimbuah;6204060005;Sarimbuah;62.04.05.2004
6;Ruhing Raya;6204060006;Ruhing Raya;62.04.05.2021
7;Muka Haji;6204060007;Muka Haji;62.04.05.2006
8;Sire;6204060008;Sire;62.04.05.2007
9;Gagutur;6204060009;Gagutur;62.04.05.2005
10;Marga Jaya;6204060010;Marga Jaya;62.04.05.2020
11;Ugang Sayu;6204060011;Ugang Sayu;62.04.05.2012
12;Bipak Kali;6204060012;Bipak Kali;62.04.05.2015
13;Muara Singan;6204060013;Muara Singan;62.04.05.2008
14;Patas I;6204060014;Patas I;62.04.05.2009
15;Patas Ii;6204060015;Patas Ii;62.04.05.2010
16;Bintang Ara;6204060016;Bintang Ara;62.04.05.2011
17;Malungai Raya;6204060017;Malungai Raya;62.04.05.2016
18;Palu Rejo;6204060018;Palo Rejo;62.04.05.2018
19;Wayun;6204060019;Wayun;62.04.05.2019
20;Sei Paken;6204060020;Sei Paken;62.04.05.2017
21;Ngurit;6204060021;Ngurit;62.04.05.2013
