No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Manuhing;6211010;Manuhing;62.10.06
2;Manuhing Raya;6211011;Mahuning Raya;62.10.11
3;Rungan;6211020;Rungan;62.10.05
4;Rungan Hulu;6211021;Rungan Hulu;62.10.10
5;Rungan Barat;6211022;Rungan Barat;62.10.12
6;Sepang;6211030;Sepang Simin;62.10.01
7;Mihing Raya;6211031;Mihing Raya;62.10.07
8;Kurun;6211040;Kurun;62.10.02
9;Tewah;6211050;Tewah;62.10.03
10;Kahayan Hulu Utara;6211060;Kahayan Hulu Utara;62.10.04
11;Damang Batu;6211061;Damang Batu;62.10.08
12;Miri Manasa;6211062;Miri Manasa;62.10.09
