No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Patek;1116051001;Patek;11.14.08.2001
2;Blang Dalam;1116051002;Blang Dalam;11.14.08.2003
3;Gampong Baro P;1116051003;Gampong Baro Patek;11.14.08.2002
4;Pajar;1116051004;Pajar;11.14.08.2004
5;Reuntang;1116051005;Reuntang;11.14.08.2005
6;Cot Pange;1116051006;Cot Pange;11.14.08.2006
7;Arongan;1116051007;Arongan;11.14.08.2007
8;Krueng Tho;1116051008;Krueng Tho;11.14.08.2009
9;Panton Krueng;1116051009;Panton Krueng;11.14.08.2010
10;Paya Santeut;1116051010;Paya Santeut;11.14.08.2008
11;Lam Teungoh;1116051011;Lamteungoh;11.14.08.2015
12;Ujong Rimba;1116051012;Ujong Rimba;11.14.08.2014
13;Gunung Cut;1116051013;Gunong Cut;11.14.08.2013
14;Sayeung;1116051014;Sayeung;11.14.08.2012
15;Babah Dua;1116051015;Babah Dua;11.14.08.2017
16;Gampong Baro L;1116051016;---;---
17;Alue Gajah;1116051017;Alue Gajah;11.14.08.2011
18;Masen;1116051018;Masen;11.14.08.2018
19;Teupin Asan;1116051019;Teupin Asan;11.14.08.2019
