No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Lemong;1813010;Lemong;18.13.03
2;Pesisir Utara;1813020;Pesisir Utara;18.13.04
3;Pulau Pisang;1813030;Pulaupisang;18.13.06
4;Karya Penggawa;1813040;Karya Penggawa;18.13.05
5;Way Krui;1813050;Way Krui;18.13.07
6;Pesisir Tengah;1813060;Pesisir Tengah;18.13.01
7;Krui Selatan;1813070;Krui Selatan;18.13.08
8;Pesisir Selatan;1813080;Pesisir Selatan;18.13.02
9;Ngambur;1813090;Ngambur;18.13.09
10;Ngaras;1813100;Ngaras;18.13.10
11;Ngaras;1813100;Bangkunat;18.13.11
12;Bangkunat;1813110;Bangkunat;18.13.11
