No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sopai;7326010;Sopai;73.26.08
2;Kesu;7326020;Kesu;73.26.15
3;Sanggalangi;7326030;Sanggalangi;73.26.07
4;Buntao;7326040;Buntao;73.26.05
5;Rantebua;7326050;Rantebua;73.26.18
6;Nanggala;7326060;Nanggala;73.26.03
7;Tondon;7326070;Tondon;73.26.16
8;Tallunglipu;7326080;Tallunglipu;73.26.11
9;Rantepao;7326090;Rantepao;73.26.01
10;Tikala;7326100;Tikala;73.26.09
11;Sesean;7326110;Sesean;73.26.02
12;Balusu;7326120;Balusu;73.26.10
13;'Sa''dan';7326130;Sa'dan;73.26.06
14;Bengkelekila;7326140;Bangkelekila;73.26.17
15;Sesean Suloara;7326150;Sesean Suloara;73.26.19
16;Kapala Pitu;7326160;Kapala Pitu;73.26.20
17;Dende Piongan Napo;7326170;Dende' Piongan Napo;73.26.12
18;Awan Rante Karua;7326180;Awan Rante Karua;73.26.21
19;Rindingalo;7326190;Rindingallo;73.26.04
20;Buntu Pepasan;7326200;Buntu Pepasan;73.26.13
21;Baruppu;7326210;Baruppu;73.26.14
