No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Palingkau Baru;6203100001;Palingkau Baru;62.03.07.1001
2;Palingkau Jaya;6203100002;Palingkau Jaya;62.03.07.2016
3;Palingkau Lama;6203100003;Palingkau Lama;62.03.07.1002
4;Palingkau Asri;6203100004;Palingkau Asri;62.03.07.2017
5;Palingkau Sejahtera;6203100005;Palingkau Sejahtera;62.03.07.2018
6;Tajepan;6203100006;Tajepan;62.03.07.2003
7;Mampai;6203100007;Mampai;62.03.07.2004
8;Muara Dadahup;6203100008;Muara Dadahup;62.03.07.2005
9;Muara Dadahup;6203100008;Muara Dadahup;62.03.07.2005
10;Saka Binjai;6203100014;Saka Binjai;62.03.07.2019
11;Bumi Rahayu;6203100024;Bumi Rahayu;62.03.07.2027
12;Manggala Permai;6203100025;Manggala Permai;62.03.07.2028
13;Belawang;6203100026;Belawang;62.03.07.2006
14;Suka Reja;6203100027;Suka Reja;62.03.07.2021
15;Suka Mukti;6203100028;Suka Mukti;62.03.07.2022
16;Palangkau Lama;6203100029;Palangkau Lama;62.03.07.2008
17;Bina Sejahtera;6203100030;Bina Sejahtera;62.03.07.2020
18;Palangkau Baru;6203100031;Palangkau Baru;62.03.07.2010
19;Bina Karya;6203100032;Bina Karya;62.03.07.2023
20;Bina Mekar;6203100033;Bina Mekar;62.03.07.2024
21;Rawa Subur;6203100034;Rawa Subur;62.03.07.2025
22;Sumber Mulya;6203100035;Sumber Mulya;62.03.07.2026
23;Karya Bersama;6203100036;Karya Bersama;62.03.07.2015
24;Karya Bersama;6203100036;Karya Bersama;62.03.07.2015
25;Talekung Punai;6203100037;Talekung Punei;62.03.07.2014
