No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pantan Penyo;1106061001;Pantan Penyo;11.04.10.2013
2;Bah;1106061002;Bah;11.04.10.2001
3;Cang Duri;1106061003;Cang Duri;11.04.10.2006
4;Jaluk;1106061004;Jaluk;11.04.10.2008
5;Gelumpang Payung;1106061005;Geulumpang Payung;11.04.10.2007
6;Blang Mancung;1106061006;Blang Mancung;11.04.10.2002
7;Kute Gelime;1106061007;Kute Gelime;11.04.10.2012
8;Kalaketol;1106061008;Kala Ketol;11.04.10.2009
9;Serempah;1106061009;Serempah;11.04.10.2017
10;Burlah;1106061010;Burlah;11.04.10.2004
11;Rejewali;1106061011;Rejewali;11.04.10.2016
12;Pondok Balik;1106061012;Pondok Balik;11.04.10.2015
13;Buter;1106061013;Buter;11.04.10.2005
14;Kekuyang;1106061014;Kekuyang;11.04.10.2011
15;Bintang Pepara;1106061015;Bintang Pepara;11.04.10.2003
16;Karang Ampar;1106061016;Karang Ampar;11.04.10.2010
17;Pantan Reduk;1106061017;Pantan Reduk;11.04.10.2014
18;Jerata;1106061018;Jerata;11.04.10.2023
19;Simpang Juli;1106061019;Simpang Juli;11.04.10.2024
20;Jalan Tengah;1106061020;Jalan Tengah;11.04.10.2022
21;Blang Mancung Bawah;1106061021;Blang Mancung Bawah;11.04.10.2019
22;Genting Bulen;1106061022;Genting Bulen;11.04.10.2021
23;Selon;1106061023;Selon;11.04.10.2025
24;Buge Ara;1106061024;Buge Ara;11.04.10.2020
25;Bergang;1106061025;Bergang;11.04.10.2018
