No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Banjarbanggi;3521140001;Banjarbanggi;35.21.16.2009
2;Bangunrejo Lor;3521140002;Bangunrejo Lor;35.21.16.2010
3;Karanggeneng;3521140003;Karanggeneng;35.21.16.2005
4;Papungan;3521140004;Papungan;35.21.16.2008
5;Cantel;3521140005;Cantel;35.21.16.2007
6;Ngancar;3521140006;Ngancar;35.21.16.2006
7;Kalang;3521140007;Kalang;35.21.16.2001
8;Pitu;3521140008;Pitu;35.21.16.2002
9;Dumplengan;3521140009;Dumplengan;35.21.16.2003
10;Selopuro;3521140010;Selopuro;35.21.16.2004
