No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Wlahar;3303160001;Wlahar;33.03.13.2001
2;Bantarbarang;3303160002;Bantarbarang;33.03.13.2002
3;Karangbawang;3303160003;Karangbawang;33.03.13.2003
4;Gunungwuled;3303160004;Gunungwuled;33.03.13.2004
5;Losari;3303160005;Losari;33.03.13.2005
6;Bodas Karangjati;3303160006;Bodaskarangjati;33.03.13.2006
7;Wanogara Wetan;3303160007;Wanogara Wetan;33.03.13.2007
8;Wanogara Kulon;3303160008;Wanogara Kulon;33.03.13.2008
9;Makam;3303160009;Makam;33.03.13.2009
10;Sumampir;3303160010;Sumampir;33.03.13.2010
11;Tanalum;3303160011;Tanalum;33.03.13.2011
12;Panusupan;3303160012;Panusupan;33.03.13.2012
