No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Bruyugu;9430042001;Bruyugu;91.23.25.2001
2;Wame;9430042002;Wame;91.23.25.2002
3;Ekaba;9430042003;Ekaba;91.23.25.2004
4;Ogodome;9430042004;Ogodome;91.23.25.2003
5;Longgapura;9430042005;Longgapur;91.23.25.2005
6;Wumbugi;9430042006;Wumbugi;91.23.25.2009
7;Tikuluk;9430042007;Tikuluk;91.23.25.2006
8;Birik;9430042008;Birik;91.23.25.2007
9;Yalogu;9430042009;Yalogu;91.23.25.2008
