No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Tinambung;7602010;Tinambung;76.04.01
2;Balanipa;7602011;Balanipa;76.04.12
3;Limboro;7602012;Limboro;76.04.11
4;Tubbi Taramanu;7602020;Tutar;76.04.05
5;Alu;7602021;Allu;76.04.15
6;Campalagian;7602030;Campalagian;76.04.02
7;Luyo;7602031;Luyo;76.04.10
8;Wonomulyo;7602040;Wonomulyo;76.04.03
9;Mapilli;7602041;Mapilli;76.04.08
10;Tapango;7602042;Tapango;76.04.07
11;Matakali;7602043;Matakali;76.04.14
12;B U L O;7602044;Bulo;76.04.16
13;Polewali;7602050;Polewali;76.04.04
14;Binuang;7602051;Binuang;76.04.06
15;Anreapi;7602052;Anreapi;76.04.13
16;Matangnga;7602061;Matangnga;76.04.09
