No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Serba Jadi;1105080;Serbajadi;11.03.05
2;Simpang Jernih;1105081;Simpang Jernih;11.03.20
3;Peunaron;1105082;Peunaron;11.03.24
4;Birem Bayeun;1105090;Birem Bayeun;11.03.04
5;Rantau Selamat;1105100;Rantau Selamat;11.03.08
6;Sungai Raya;1105101;Sungai Raya;11.03.19
7;Peureulak;1105110;Peureulak;11.03.07
8;Peureulak Timur;1105111;Peureulak Timur;11.03.17
9;Peureulak Barat;1105112;Peureulak Barat;11.03.18
10;Ranto Peureulak;1105120;Rantau Peureulak;11.03.10
11;Idi Rayeuk;1105130;Idi Rayeuk;11.03.03
12;Peudawa;1105131;Peudawa;11.03.16
13;Banda Alam;1105132;Banda Alam;11.03.15
14;Idi Tunong;1105133;Idi Tunong;11.03.14
15;Darul Ihsan;1105134;Darul Ihsan;11.03.21
16;Idi Timur;1105135;Idi Timur;11.03.23
17;Darul Aman;1105140;Darul Aman;11.03.01
18;Nurussalam;1105150;Nurussalam;11.03.06
19;Darul Falah;1105151;Darul Falah;11.03.22
20;Julok;1105160;Julok;11.03.02
21;Indra Makmur;1105161;Indra Makmu;11.03.13
22;Pante Bidari;1105170;Pante Bidari;11.03.11
23;Simpang Ulim;1105180;Simpang Ulim;11.03.09
24;Madat;1105181;Madat;11.03.12
