No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Pantar;5307010;Pantar;53.05.06
2;Pantar Barat;5307011;Pantar Barat;53.05.09
3;Pantar Timur;5307012;Pantar Timur;53.05.14
4;Pantar Barat Laut;5307013;Pantar Baru Laut;53.05.17
5;Pantar Tengah;5307014;Pantar Tengah;53.05.16
6;Alor Barat Daya;5307020;Alor Barat Daya;53.05.03
7;Mataru;5307021;Mataru;53.05.12
8;Alor Selatan;5307030;Alor Selatan;53.05.04
9;Alor Timur;5307040;Alor Timur;53.05.05
10;Alor Timur Laut;5307041;Alor Timur Laut;53.05.08
11;Pureman;5307042;Pureman;53.05.13
12;Teluk Mutiara;5307050;Teluk Mutiara;53.05.01
13;Kabola;5307051;Kabola;53.05.10
14;Alor Barat Laut;5307060;Alor Barat Laut;53.05.02
15;Alor Tengah Utara;5307061;Alor Tengah Utara;53.05.07
16;Pulau Pura;5307062;Pulau Pura;53.05.11
17;Lembur;5307063;Lembur;53.05.15
