No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Nangapanda;5311010;Nangapanda;53.08.01
2;Pulau Ende;5311011;Pulau Ende;53.08.02
3;Maukaro;5311012;Maukaro;53.08.11
4;Ende;5311020;Ende;53.08.03
5;Ende Selatan;5311030;Ende Selatan;53.08.04
6;Ende Timur;5311031;Ende Timur;53.08.20
7;Ende Tengah;5311032;Ende Tengah;53.08.19
8;Ende Utara;5311033;Ende Utara;53.08.18
9;Ndona;5311040;Ndona;53.08.05
10;Ndona Timur;5311041;Ndona Timur;53.08.16
11;Wolowaru;5311050;Wolowaru;53.08.08
12;Wolojita;5311051;Wolojita;53.08.09
13;Lio Timur;5311052;Lio Timur;53.08.12
14;Kelimutu;5311053;Kelimutu;53.08.14
15;Ndori;5311054;Ndori;53.08.17
16;Maurole;5311060;Maurole;53.08.10
17;Kotabaru;5311061;Kota Baru;53.08.13
18;Detukeli;5311062;Detukeli;53.08.15
19;Lepembusu Kelisoke;5311063;Lepembusu Kelisoke;53.08.21
20;Lepembusu Kelisoke;5311063;Lepembusu Kelisoke;53.08.21
21;Lepembusu Kelisoke;5311063;Lepembusu Kelisoke;53.08.21
22;Lepembusu Kelisoke;5311063;Lepembusu Kelisoke;53.08.21
23;Detusoko;5311070;Detusoko;53.08.06
24;Wewaria;5311071;Wewaria;53.08.07
