No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Talang Mandi;1408010013;Talang Mandi;14.03.09.1009
2;Harapan Baru;1408010014;Harapan Baru;14.03.09.2011
3;Gajah Sakti;1408010015;Gajah Sakti;14.03.09.1008
4;Batang Serosa;1408010016;Batang Serosa;14.03.09.1003
5;Balik Alam;1408010017;Balik Alam;14.03.09.1004
6;Duri Barat;1408010018;Duri Barat;14.03.09.1006
7;Duri Timur;1408010019;Duri Timur;14.03.09.1007
8;Babussalam;1408010020;Babussalam;14.03.09.1002
9;Air Jamban;1408010021;Air Jamban;14.03.09.1001
10;Pematang Pudu;1408010025;Pematang Pudu;14.03.09.1010
11;Bathin Betuah;1408010028;Bathin Betuah;14.03.09.2021
