No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kuta Jeumpa;1115030001;Kuta Jeumpa;11.15.04.2015
2;Blang Dalam;1115030002;Blang Dalam;11.15.04.2016
3;Lhok Seumot;1115030003;Lhok Seumot;11.15.04.2013
4;Bumi Sari;1115030004;Bumi Sari;11.15.04.2028
5;Blang Baro Rambong;1115030005;Blang Baro Rambong;11.15.04.2018
6;Meunasah Krueng;1115030006;Meunasah Krueng;11.15.04.2020
7;Keude Seumot;1115030007;Keude Seumot;11.15.04.2017
8;Blang Seumot;1115030008;Blang Seumot;11.15.04.2012
9;Babah Krueng;1115030009;Babah Krueng;11.15.04.2011
10;Meunasah Pante;1115030010;Meunasah Pante;11.15.04.2014
11;Blang Baro Pr;1115030011;Blang Baro Pulo Raga;11.15.04.2008
12;Gunung Nagan;1115030012;Gunong Nagan;11.15.04.2003
13;Blang Mesjid;1115030013;Blang Mesjid;11.15.04.2005
14;Kulam Jeurneh;1115030014;Kulam Jeureuneh;11.15.04.2023
15;Meunasah Teungoh;1115030015;Meunasah Teungoh;11.15.04.2022
16;Meunasah Dayah;1115030016;Meunasah Dayah;11.15.04.2021
17;Ujong Blang;1115030017;Ujong Blang;11.15.04.2019
18;Krueng Cut;1115030018;Krueng Cut;11.15.04.2009
19;Blang Neuang;1115030019;Blang Neuang;11.15.04.2006
20;Blang Seunong;1115030020;Blang Seunong;11.15.04.2001
21;Tuwi Bunta;1115030021;Tuwi Bunta;11.15.04.2004
22;Blang Leumak;1115030022;Blang Leumak;11.15.04.2010
23;Panton Bayam;1115030023;Panton Bayam;11.15.04.2007
24;Pante Ara;1115030028;Pante Ara;11.15.04.2002
