No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sipare-pare;1219050008;Sipare-pare;12.19.03.2010
2;Pasar Lapan;1219050009;Pasar Lapan;12.19.03.2009
3;Indrapura;1219050010;Indrapura;12.19.03.1001
4;Tanah Merah;1219050011;Tanah Merah;12.19.03.2007
5;Tanjung Muda;1219050012;Tanjungmuda;12.19.03.2006
6;Tanah Tinggi;1219050013;Tanah Tinggi;12.19.03.2005
7;Sukaraja;1219050014;Sukaraja;12.19.03.2004
8;Pematang Panjang;1219050015;Pematang Panjang;12.19.03.2003
9;Aras;1219050016;Aras;12.19.03.2008
10;Limau Sundai;1219050017;Limau Sundai;12.19.03.2002
11;Tanjung Harapan;1219050021;Tanjungharapan;12.19.03.2012
12;Tanjung Kubah;1219050022;Tanjungkubah;12.19.03.2011
13;Suka Ramai;1219050023;Suka Ramai;12.19.03.2013
14;Titi Payung;1219050024;Titi Payung;12.19.03.2016
15;Perkotaan;1219050025;Perkotaan;12.19.03.2017
16;Indrasakti;1219050026;Indrasakti;12.19.03.1019
17;Tanah Rendah;1219050027;Tanah Rendah;12.19.03.2014
18;Kampung Kelapa;1219050028;Kampung Kelapa;12.19.03.2018
19;Tanjung Mulia;1219050029;Tanjungmulya;12.19.03.2015
