No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pelat;5204082001;Pelat;52.04.22.2001
2;Kerekeh;5204082002;Kerekeh;52.04.22.2002
3;Boak;5204082003;Boak;52.04.22.2003
4;Pungka;5204082004;Pungka;52.04.22.2006
5;Jorok;5204082005;Jorok;52.04.22.2004
6;Kerato;5204082006;Kerato;52.04.22.2005
7;Uma Beringin;5204082007;Uma Beringin;52.04.22.2007
8;Nijang;5204082008;Nijang;52.04.22.2008
