No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Wonosari;3521010001;Wonosari;35.21.01.2001
2;Pandansari;3521010002;Pandansari;35.21.01.2002
3;Girikerto;3521010003;Girikerto;35.21.01.2003
4;Ngrendeng;3521010004;Ngrendeng;35.21.01.2004
5;Hargosari;3521010005;Hargosari;35.21.01.2005
6;Pocol;3521010006;Pocol;35.21.01.2006
7;Gendol;3521010007;Gendol;35.21.01.2007
8;Sine;3521010008;Sine;35.21.01.2008
9;Sumberejo;3521010009;Sumberejo;35.21.01.2009
10;Sumbersari;3521010010;Sumbersari;35.21.01.2010
11;Kuniran;3521010011;Kuniran;35.21.01.2011
12;Tulakan;3521010012;Tulakan;35.21.01.2012
13;Ketanggung;3521010013;Ketanggung;35.21.01.2013
14;Jagir;3521010014;Jagir;35.21.01.2014
15;Kauman;3521010015;Kauman;35.21.01.2015
